Country,Indicator Name,2015-data
Benin,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),90.6
Benin,Poverty headcount ratio at national poverty lines (% of population),40.1
Benin,Multidimensional poverty index (scale 0-1),
Benin,"Multidimensional poverty headcount ratio, male (% of male population)",
Benin,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Benin,"Multidimensional poverty headcount ratio, household (% of total households)",
Benin,"Multidimensional poverty headcount ratio, female (% of female population)",
Benin,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Benin,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Benin,Multidimensional poverty headcount ratio (% of total population),
Benin,Poverty gap at $3.20 a day (2011 PPP) (%),39.6
Benin,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),76.3
Benin,Gini index (World Bank estimate),47.8
Benin,Poverty gap at $1.90 a day (2011 PPP) (%),22.4
Benin,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),49.6
Benin,Income share held by lowest 20%,3.2
Benin,Income share held by lowest 10%,1
Benin,Proportion of people living below 50 percent of median income (%),20.1
Benin,Income share held by highest 10%,37.6
Benin,Income share held by highest 20%,52.1
Benin,Income share held by fourth 20%,20.8
Benin,Income share held by third 20%,14.2
Benin,Income share held by second 20%,9.6
Benin,Population living in slums (% of urban population),
Burkina Faso,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Burkina Faso,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Burkina Faso,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Burkina Faso,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Burkina Faso,Poverty gap at $5.50 a day (2011 PPP) (%),
Burkina Faso,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Burkina Faso,Poverty headcount ratio at national poverty lines (% of population),
Burkina Faso,Multidimensional poverty index (scale 0-1),
Burkina Faso,"Multidimensional poverty headcount ratio, male (% of male population)",
Burkina Faso,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Burkina Faso,"Multidimensional poverty headcount ratio, household (% of total households)",
Burkina Faso,"Multidimensional poverty headcount ratio, female (% of female population)",
Burkina Faso,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Burkina Faso,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Burkina Faso,Multidimensional poverty headcount ratio (% of total population),
Burkina Faso,Poverty gap at $3.20 a day (2011 PPP) (%),
Burkina Faso,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Burkina Faso,Gini index (World Bank estimate),
Burkina Faso,Poverty gap at $1.90 a day (2011 PPP) (%),
Burkina Faso,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Burkina Faso,Income share held by lowest 20%,
Burkina Faso,Income share held by lowest 10%,
Burkina Faso,Proportion of people living below 50 percent of median income (%),
Burkina Faso,Income share held by highest 10%,
Burkina Faso,Income share held by highest 20%,
Burkina Faso,Income share held by fourth 20%,
Burkina Faso,Income share held by third 20%,
Burkina Faso,Income share held by second 20%,
Burkina Faso,Population living in slums (% of urban population),
Bangladesh,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Bangladesh,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Bangladesh,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Bangladesh,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Bangladesh,Poverty gap at $5.50 a day (2011 PPP) (%),
Bangladesh,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Bangladesh,Poverty headcount ratio at national poverty lines (% of population),
Bangladesh,Multidimensional poverty index (scale 0-1),
Bangladesh,"Multidimensional poverty headcount ratio, male (% of male population)",
Bangladesh,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Bangladesh,"Multidimensional poverty headcount ratio, household (% of total households)",
Bangladesh,"Multidimensional poverty headcount ratio, female (% of female population)",
Bangladesh,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Bangladesh,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Bangladesh,Multidimensional poverty headcount ratio (% of total population),
Bangladesh,Poverty gap at $3.20 a day (2011 PPP) (%),
Bangladesh,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Bangladesh,Gini index (World Bank estimate),
Bangladesh,Poverty gap at $1.90 a day (2011 PPP) (%),
Bangladesh,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Bangladesh,Income share held by lowest 20%,
Bangladesh,Income share held by lowest 10%,
Bangladesh,Proportion of people living below 50 percent of median income (%),
Bangladesh,Income share held by highest 10%,
Bangladesh,Income share held by highest 20%,
Bangladesh,Income share held by fourth 20%,
Bangladesh,Income share held by third 20%,
Bangladesh,Income share held by second 20%,
Bangladesh,Population living in slums (% of urban population),
Bulgaria,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Bulgaria,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Bulgaria,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Bulgaria,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Bulgaria,Poverty gap at $5.50 a day (2011 PPP) (%),5.3
Bulgaria,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),12.4
Bulgaria,Poverty headcount ratio at national poverty lines (% of population),22.9
Bulgaria,Multidimensional poverty index (scale 0-1),
Bulgaria,"Multidimensional poverty headcount ratio, male (% of male population)",39.5
Bulgaria,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Bulgaria,"Multidimensional poverty headcount ratio, household (% of total households)",
Bulgaria,"Multidimensional poverty headcount ratio, female (% of female population)",43
Bulgaria,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Bulgaria,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",43.7
Bulgaria,Multidimensional poverty headcount ratio (% of total population),41.3
Bulgaria,Poverty gap at $3.20 a day (2011 PPP) (%),2.8
Bulgaria,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),6
Bulgaria,Gini index (World Bank estimate),38.6
Bulgaria,Poverty gap at $1.90 a day (2011 PPP) (%),1.4
Bulgaria,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.4
Bulgaria,Income share held by lowest 20%,5.3
Bulgaria,Income share held by lowest 10%,1.5
Bulgaria,Proportion of people living below 50 percent of median income (%),16.3
Bulgaria,Income share held by highest 10%,28.7
Bulgaria,Income share held by highest 20%,44.3
Bulgaria,Income share held by fourth 20%,22.6
Bulgaria,Income share held by third 20%,16.2
Bulgaria,Income share held by second 20%,11.6
Bulgaria,Population living in slums (% of urban population),
Bahrain,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Bahrain,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Bahrain,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Bahrain,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Bahrain,Poverty gap at $5.50 a day (2011 PPP) (%),
Bahrain,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Bahrain,Poverty headcount ratio at national poverty lines (% of population),
Bahrain,Multidimensional poverty index (scale 0-1),
Bahrain,"Multidimensional poverty headcount ratio, male (% of male population)",
Bahrain,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Bahrain,"Multidimensional poverty headcount ratio, household (% of total households)",
Bahrain,"Multidimensional poverty headcount ratio, female (% of female population)",
Bahrain,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Bahrain,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Bahrain,Multidimensional poverty headcount ratio (% of total population),
Bahrain,Poverty gap at $3.20 a day (2011 PPP) (%),
Bahrain,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Bahrain,Gini index (World Bank estimate),
Bahrain,Poverty gap at $1.90 a day (2011 PPP) (%),
Bahrain,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Bahrain,Income share held by lowest 20%,
Bahrain,Income share held by lowest 10%,
Bahrain,Proportion of people living below 50 percent of median income (%),
Bahrain,Income share held by highest 10%,
Bahrain,Income share held by highest 20%,
Bahrain,Income share held by fourth 20%,
Bahrain,Income share held by third 20%,
Bahrain,Income share held by second 20%,
Bahrain,Population living in slums (% of urban population),
"Bahamas, The","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
"Bahamas, The","Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
"Bahamas, The","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
"Bahamas, The","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
"Bahamas, The",Poverty gap at $5.50 a day (2011 PPP) (%),
"Bahamas, The",Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
"Bahamas, The",Poverty headcount ratio at national poverty lines (% of population),
